fault_id,closed_date,station_name,fault_type,equipment_type,equipment_quantity,is_formal_registered,suggested_quantity,quantity_basis,camera_name_mention_count,confidence,handler_note,camera_name_mentions
220,2024/4/25,110kV油竹变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,电容器室北侧7#摄像机故障更换,电容器室北侧7#摄像机故障更换
219,2024/4/24,110kV港头变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,35kV开关室东侧16#摄像机故障更换,35kV开关室东侧16#摄像机故障更换
218,2024/4/23,110kV桃园变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,110kV开关室北侧11#摄像机故障更换,110kV开关室北侧11#摄像机故障更换
213,2024/3/28,110kV水阁变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,110kV场地东侧摄像机故障更换,110kV场地东侧摄像机故障更换
212,2024/3/27,220kV睦田变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,1#主变北侧摄像机故障更换,1#主变北侧摄像机故障更换
211,2024/3/25,110kV油竹变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,2#主变西南侧摄像机故障更换,2#主变西南侧摄像机故障更换
210,2024/3/20,220kV海口变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,3#电容器南侧摄像机故障更换,3#电容器南侧摄像机故障更换
209,2024/3/19,110kV黄龙变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,室外大门摄像机故障更换,室外大门摄像机故障更换
208,2024/3/18,220kV睦田变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,2#主变东侧-4#摄像机故障更换,2#主变东侧-4#摄像机故障更换
207,2024/3/14,110kV白云变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,蓄电池室北侧-7#摄像机故障更换,蓄电池室北侧-7#摄像机故障更换
206,2024/3/14,110kV张村变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,2#主变东南侧摄像机故障更换,2#主变东南侧摄像机故障更换
205,2024/3/13,110kV洋浩变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,室外西北侧-16#摄像机故障更换,室外西北侧-16#摄像机故障更换
204,2024/3/12,220kV睦田变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,1#主变南侧-11#摄像机故障更换,1#主变南侧-11#摄像机故障更换
203,2024/3/11,220kV仙都变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,35kV开关室西北侧摄像机故障更换,35kV开关室西北侧摄像机故障更换
202,2024/3/6,110kV水阁变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,10kV开关室东南侧摄像机故障更换,10kV开关室东南侧摄像机故障更换
201,2024/3/6,110kV壶镇变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,电容器室东南侧摄像机故障更换,电容器室东南侧摄像机故障更换
200,2024/3/4,220kV濛洲变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,35kV开关室西南侧摄像机故障更换,35kV开关室西南侧摄像机故障更换
197,2024/1/31,220kV仙都变,摄像机/球机/枪机故障,摄像机,2,FALSE,1,camera_name_mentions,1,medium,35kV开关室东北侧-26#、35kV开关室东南侧-29#摄像机故障更换,35kV开关室东北侧-26#、35kV开关室东南侧-29#摄像机故障更换
194,2024/1/19,110kV岩泉变,施工/调试/接入,,0,FALSE,1,camera_name_mentions,1,medium,电容器智能投切装置室摄像机已拆除，无需更换,电容器智能投切装置室摄像机已拆除，无需更换
193,2024/1/18,110kV水阁变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,10kV开关室南侧摄像机故障更换,10kV开关室南侧摄像机故障更换
192,2024/1/18,110kV张村变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,室外场地东侧摄像机故障更换,室外场地东侧摄像机故障更换
190,2024/1/16,110kV庆元变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,主控楼西南外侧摄像机故障更换,主控楼西南外侧摄像机故障更换
189,2024/1/15,220kV枫树变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,220kV场地南侧摄像机故障更换,220kV场地南侧摄像机故障更换
188,2024/1/11,110kV滨江变,摄像机/球机/枪机故障,摄像机,2,FALSE,1,camera_name_mentions,1,medium,10kV开关室南侧-5#、蓄电池室-8#摄像机故障更换,10kV开关室南侧-5#、蓄电池室-8#摄像机故障更换
187,2024/1/10,110kV延庆变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,110kV场地东北侧-1#摄像机故障更换,110kV场地东北侧-1#摄像机故障更换
186,2024/1/10,220kV松阳变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,大门南侧-11#摄像机故障更换,大门南侧-11#摄像机故障更换
185,2024/1/9,110kV桃园变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,2#主变西南侧摄像机故障更换,2#主变西南侧摄像机故障更换
184,2024/1/9,220kV遂昌变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,110kV场地西南侧摄像机故障更换,110kV场地西南侧摄像机故障更换
183,2024/1/5,220kV睦田变,摄像机/球机/枪机故障,摄像机,2,FALSE,1,camera_name_mentions,1,medium,主控楼场地东南角、#1主变东侧摄像机更换,主控楼场地东南角、#1主变东侧摄像机更换
182,2024/1/4,110kV云和变,摄像机/球机/枪机故障,摄像机,2,FALSE,1,camera_name_mentions,1,medium,#1主变西北侧、10kV开关室东南侧摄像机更换,#1主变西北侧、10kV开关室东南侧摄像机更换
181,2024/1/4,110kV龙泉变,摄像机/球机/枪机故障,摄像机,2,FALSE,1,camera_name_mentions,1,medium,电容器室西南侧、电容器室东南侧摄像机更换,电容器室西南侧、电容器室东南侧摄像机更换
180,2024/1/3,220kV濛洲变,摄像机/球机/枪机故障,摄像机,3,FALSE,1,camera_name_mentions,1,medium,220kV场地西侧、#2主变北侧、电抗器场地西南侧摄像机更换,220kV场地西侧、#2主变北侧、电抗器场地西南侧摄像机更换
177,2023/11/16,110kV官桥变,摄像机/球机/枪机故障,摄像机,2,FALSE,1,camera_name_mentions,1,medium,继保室西侧摄像机、10kV、35kV开关室西侧故障更换,继保室西侧摄像机、10kV、35kV开关室西侧故障更换
175,2023/11/14,110kV里隆变,摄像机/球机/枪机故障,摄像机,2,FALSE,1,camera_name_mentions,1,medium,主控室西南侧摄像机故障更换、110kV场地西侧摄像机故障更换,主控室西南侧摄像机故障更换、110kV场地西侧摄像机故障更换
174,2023/11/13,110kV滨江变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,3#-4#电容器室北侧摄像机故障更换,3#-4#电容器室北侧摄像机故障更换
173,2023/11/13,110kV港头变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,110kV场地东北侧摄像机故障更换,110kV场地东北侧摄像机故障更换
172,2023/11/1,110kV问渔变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,1#主变南侧摄像机故障更换,1#主变南侧摄像机故障更换
170,2023/10/31,110kV洋浩变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,室外西北侧摄像机故障更换,室外西北侧摄像机故障更换
169,2023/10/30,220kV宏山变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,就地继保室南侧摄像机故障更换,就地继保室南侧摄像机故障更换
167,2023/10/24,220kV睦田变,摄像机/球机/枪机故障,摄像机,2,FALSE,1,camera_name_mentions,1,medium,220kV场地西南侧、西侧摄像机故障更换,220kV场地西南侧、西侧摄像机故障更换
166,2023/10/23,110kV洋浩变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,3#主变东侧摄像机故障更换,3#主变东侧摄像机故障更换
164,2023/10/19,220kV仙都变,摄像机/球机/枪机故障,摄像机,2,FALSE,1,camera_name_mentions,1,medium,35kV开关室西南侧摄像头、35kV开关室楼顶（补强）摄像机故障更换,35kV开关室西南侧摄像头、35kV开关室楼顶（补强）摄像机故障更换
163,2023/10/18,110kV海潮变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,电容器室北侧摄像机故障更换,电容器室北侧摄像机故障更换
160,2023/10/17,110kV芳野变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,主控室东南墙摄像机故障更换,主控室东南墙摄像机故障更换
159,2023/10/16,220kV濛洲变,摄像机/球机/枪机故障,摄像机,2,FALSE,1,camera_name_mentions,1,medium,3#主变摄像机、220kV西南侧摄像机故障更换,3#主变摄像机、220kV西南侧摄像机故障更换
156,2023/10/10,110kV水阁变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,110kV场地西南侧摄像机故障更换,110kV场地西南侧摄像机故障更换
154,2023/9/14,220kV枫树变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,2#主变西侧摄像机故障更换,2#主变西侧摄像机故障更换
153,2023/9/14,220kV睦田变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,220kV场地东侧摄像机故障更换,220kV场地东侧摄像机故障更换
151,2023/9/5,110kV港头变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,110kV场地摄像机故障更换,110kV场地摄像机故障更换
149,2023/9/4,110kV滨江变,摄像机/球机/枪机故障,,0,FALSE,1,camera_name_mentions,1,medium,场地外围西北侧16号摄像机电源转换器故障更换,场地外围西北侧16号摄像机电源转换器故障更换
146,2023/8/22,220kV仙都变,网络掉线/通信异常,摄像机,1,FALSE,1,camera_name_mentions,1,medium,2#通信机房西北侧摄像机故障更换,2#通信机房西北侧摄像机故障更换
143,2023/8/18,220kV海口变,集中电源/供电异常,摄像机,1,FALSE,1,camera_name_mentions,1,medium,110kV场地西南侧摄像机故障更换，光纤收发器电源故障更换,110kV场地西南侧摄像机故障更换，光纤收发器电源故障更换
142,2023/8/17,110kV延庆变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,110kV场地西侧摄像机故障更换,110kV场地西侧摄像机故障更换
141,2023/8/16,110kV杨柳变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,110kV场地南侧摄像机故障更换,110kV场地南侧摄像机故障更换
140,2023/8/16,220kV鹤溪变,摄像机/球机/枪机故障,摄像机,2,FALSE,1,camera_name_mentions,1,medium,3#主变东北侧摄像机、220kV场地东南侧故障更换,3#主变东北侧摄像机、220kV场地东南侧故障更换
137,2023/8/14,110kV东山变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,10kV开关室北侧摄像机故障更换,10kV开关室北侧摄像机故障更换
136,2023/8/14,220kV河阳变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,110kV场地东侧（补强）摄像机故障更换,110kV场地东侧（补强）摄像机故障更换
134,2023/8/10,110kV海潮变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,110kVGIS室西北侧摄像机故障更换,110kVGIS室西北侧摄像机故障更换
133,2023/8/9,110kV高溪变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,110kVGIS室西侧摄像机故障更换,110kVGIS室西侧摄像机故障更换
132,2023/8/8,110kV白云变,摄像机/球机/枪机故障,摄像机,2,FALSE,1,camera_name_mentions,1,medium,电容器室西侧、10kV开关室东南侧摄像机故障更换,电容器室西侧、10kV开关室东南侧摄像机故障更换
125,2023/7/26,110kV雁门变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,10kV开关室西南侧摄像机故障更换,10kV开关室西南侧摄像机故障更换
120,2023/7/19,110kV延庆变,光纤收发器异常,摄像机,2,FALSE,1,camera_name_mentions,1,medium,主控室北侧摄像机故障更换、110kV场地西侧光纤收发器故障更换。,主控室北侧摄像机故障更换、110kV场地西侧光纤收发器故障更换。
62,2023/3/6,220kV鹤溪变,摄像机/球机/枪机故障,,0,FALSE,1,camera_name_mentions,1,medium,#主变北侧-1#球机、1#主变东南侧-9#球机、110kV场地北侧-1#球机故障，现场排查球机故障，计划下次更换,#主变北侧-1#球机、1#主变东南侧-9#球机、110kV场地北侧-1#球机故障，现场排查球机故障，计划下次更换
47,2023/2/15,220kV宏山变,网线/尾纤/链路异常,,0,FALSE,1,camera_name_mentions,1,medium,35kV开关室18#球机故障和光纤被咬坏，更换球机并重新布置光纤,35kV开关室18#球机故障和光纤被咬坏，更换球机并重新布置光纤
44,2023/1/13,220kV河阳变,摄像机/球机/枪机故障,摄像机,1,FALSE,1,camera_name_mentions,1,medium,更换35kV开关室20#球机,更换35kV开关室20#球机
43,2023/1/12,220kV遂昌变,摄像机/球机/枪机故障,摄像机,2,FALSE,1,camera_name_mentions,1,medium,更换220kV场地1#球机，35kV开关室南侧19#球机,更换220kV场地1#球机，35kV开关室南侧19#球机
